PO_NUMBER,AGENCY_NAME,NIGP_DESCRIPTION,PO_TOTAL_AMOUNT,ORDER_DATE,SUPPLIER,SUPPLIER_FULL_ADDRESS,SUPPLIER_CITY,SUPPLIER_STATE
PO453398,STATE SUPERINTENDENT OF EDUCATION (OSSE),YOUTH CARE SERVICES 95,$151691.64,01/02/2013,"DC PREPARATORY ACADEMY,PCS",707 EDGEWOOD STREET NE   ; WASHINGTON  ; DC  ; 20017-,WASHINGTON  ,DC
PO453495,BOARD OF ELECTIONS,"BOOKS, DIRECTORIES, MAGAZINES, PAMPHLETS, PUBLICATIONS, REPRINTS, ETC. 10",$2730.00,01/03/2013,US DEPARTMENT OF COMMERCE,4700 SILVER HILL ROAD  ; SUITLAND  ; MD  ; 20746,SUITLAND  ,MD
PO453516,DEPARTMENT OF CORRECTIONS,ELECTRICAL SUPPLIES 37,$4900.00,01/03/2013,K C HOME IMPROVEMENT & CONTRUC,732 RIDGE DRIVE  ; MCLEAN  ; VA  ; 22101,MCLEAN  ,VA
PO449648-V2,DEPUTY MAYOR FOR ECONOMIC DEVELOPMENT,APPRAISAL SERVICES (NOT OTHERWISE CLASSIFIED) 16,$18282.00,01/03/2013,LIPMAN FRIZZELL & MITCHELL LLC,8815 CENTRE PARK DR.                               SUITE 200  ; COLUMBIA  ; MD  ; 21045,COLUMBIA  ,MD
PO446758-V2,OFFICE OF THE CHIEF MEDICAL EXAMINER,,$12000.00,01/03/2013,INTOXIMETERS,8110 LACKLAND ROAD  ; ST LOUIS  ; MO  ; 63114,ST LOUIS  ,MO
PO453514,DEPARTMENT OF TRANSPORTATION,ENGINEERING CONSULTING 42,$155391.90,01/03/2013,FORT MYER CONSTRUCTION CORPORA,"2237 - 33RD STREET, N.E.  ; WASHINGTON  ; DC  ; 20018",WASHINGTON  ,DC
PO382524-V2,DEPARTMENT OF TRANSPORTATION,"CONSTRUCTION, HIGHWAY AND ROAD 27",$789796.98,01/03/2013,FORT MYER CONSTRUCTION CORPORA,"2237 - 33RD STREET, N.E.  ; WASHINGTON  ; DC  ; 20018",WASHINGTON  ,DC
PO453548,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"FURNITURE, GENERAL (CUSTOM MADE) 30",$3130.66,01/03/2013,MDM OFFICE SYSTEMS DBA STANDARD OFFICE SUPPLY,STANDARD BUSINESS FURNITURE 35 SHERIDAN STREET  ; WASHINGTON  ; DC  ; 20011-,WASHINGTON  ,DC
PO453552,INAUGURAL EXPENSES,DELIVERED MEALS (INCLUDING SHELF STABLE MEALS) 30,$20400.00,01/03/2013,DUTCHMILL CATERERS,"639 INDIANA AVENUE, NW   ; WASHINGTON  ; DC  ; 20004-",WASHINGTON  ,DC
PO453519,DEPUTY MAYOR FOR ECONOMIC DEVELOPMENT,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$30000.00,01/03/2013,"PERKINS + WILL VIRGINIA, INC.","2100 M STREET, NW SUITE 800  ; WASHINGTON  ; DC  ; 20037",WASHINGTON  ,DC
PO446963-V2,DEPARTMENT OF CORRECTIONS,WAREHOUSE RENTAL OR LEASE 91,$771992.32,01/03/2013,EG & G TECHNICAL SERVICE INC,20501 SENECA MEADOWS PKWY #300  ; GERMANTOWN  ; MD  ; 20876-,GERMANTOWN  ,MD
PO453529,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,AUDITING 20,$39665.00,01/03/2013,FEDERAL MANAGEMENT SYSTEMS,462 K STREET NW   ; WASHINGTON  ; DC  ; 20001-,WASHINGTON  ,DC
PO453556,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,EDUCATIONAL RESEARCH SERVICES 19,$277250.00,01/03/2013,21ST CENTURY SCHOOL FUND,1816 12TH STREET NW   ; WASHINGTON  ; DC  ; 20009-,WASHINGTON  ,DC
PO453535,DEPARTMENT OF HEALTH,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$10000.00,01/03/2013,NEAL R GROSS & CO INC,1323 RHODE ISLAND AVE NW   ; WASHINGTON  ; DC  ; 20005-,WASHINGTON  ,DC
PO451597-V2,DEPARTMENT OF GENERAL SERVICES,FURNITURE MANUFACTURING AND PRODUCTION SERVICES 42,$73133.20,01/03/2013,THE KANE COMPANY,6500 KANE WAY  ; ELKRIDGE  ; MD  ; 21075,ELKRIDGE  ,MD
PO453555,SPECIAL EDUCATION TRANSPORTATION,COMPUTER SOFTWARE CONSULTING 29,$162427.68,01/03/2013,DOCUMENT SYSTEMS INC,"333 HAWAII AVENUE, NE SUITE 200  ; WASHINGTON  ; DC  ; 20011-",WASHINGTON  ,DC
PO453554,DEPARTMENT OF GENERAL SERVICES,CONSTRUCTION MANAGEMENT SERVICES 26,$949506.93,01/03/2013,"FORNEY ENTERPRISES, INC.",1818 NEW YORK AVE NE                               STE 201  ; WASHINGTON  ; DC  ; 20002,WASHINGTON  ,DC
PO453520,DEPARTMENT OF TRANSPORTATION,DESIGNING SERVICES 35,$26796.00,01/03/2013,DELON HAMPTON & ASSOCIATES CHA,"900 SEVENTH STREET, N.W.                           SUITE 800  ; WASHINGTON  ; DC  ; 20001",WASHINGTON  ,DC
PO453575,DEPARTMENT OF HEALTH,HEALTH CARE SERVICES (NOT OTHERWISE CLASSIFIED) 48,$14250.00,01/03/2013,METRO TEEN AIDS,651 PENNSYLVANIA AVE SE METRO TEEN AIDS  ; WASHINGTON  ; DC  ; 20003-,WASHINGTON  ,DC
PO453501,DEPARTMENT OF TRANSPORTATION,TRANSPORTATION CONSULTING 96,$1225530.70,01/03/2013,RUMMEL KLEPPER AND KAHL LLP,81 MOSHER STREET  ; BALTIMORE  ; MD  ; 21217,BALTIMORE  ,MD
PO451897,DEPARTMENT OF TRANSPORTATION,CONSTRUCTION MANAGEMENT SERVICES 26,$113316.16,01/03/2013,RUMMEL KLEPPER AND KAHL LLP,81 MOSHER STREET  ; BALTIMORE  ; MD  ; 21217,BALTIMORE  ,MD
PO453497,DEPARTMENT OF MENTAL HEALTH,"MEDICAL DOCUMENTATION FORMS, CHARTS, LABELS, ETC. 54",$4687.50,01/03/2013,PHARMACY AUTOMATION SUPPLIES,"PHARMACY AUTOMATION SUPPLIES 10210 WERCH DRIVE, STE 205  ; WOODRIDGE  ; IL  ; 60517-",WOODRIDGE  ,IL
PO453264,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,SPECIAL EDUCATION 74,$9040.69,01/03/2013,PEDIAVISION HOLDINGS LLC,200 WAYMONT COURT  SUITE 122  ; LAKE MARY  ; FL  ; 32746,LAKE MARY  ,FL
PO453522,DEPARTMENT OF TRANSPORTATION,,$75000.00,01/03/2013,GENERAL MERCHANDISE SUPPLIES,"2221 ADAMS PLACE, N.E.  ; WASHINGTON  ; DC  ; 20018",WASHINGTON  ,DC
PO453523,DEPARTMENT OF TRANSPORTATION,"CANS, BUCKETS, AND LIDS, GENERAL PURPOSE (INCLUDING PAINT CANS AND BUCKETS) 18",$5000.00,01/03/2013,GENERAL MERCHANDISE SUPPLIES,"2221 ADAMS PLACE, N.E.  ; WASHINGTON  ; DC  ; 20018",WASHINGTON  ,DC
PO453500,OFFICE OF THE D.C. AUDITOR,"COPY MACHINES, BOND (PLAIN) PAPER TYPE INCLUDING PARTS AND ACCESSORIES 38",$4366.09,01/03/2013,DE LAGE LANDEN FIN. SERVICES,1111 OLD EAGLE SCHOOL ROAD  ; WAYNE  ; PA  ; 19087,WAYNE  ,PA
PO453122-V2,OFFICE OF MUNICIPAL PLANNING,URBAN PLANNING CONSULTING 92,$59900.00,01/03/2013,PARTNERS FOR ECONOMIC SOLUTION,"349 CEDAR STREET, NW  ; WASHINGTON  ; DC  ; 20012-0012",WASHINGTON  ,DC
PO453494,DEPARTMENT OF TRANSPORTATION,ENGINEERING CONSULTING 42,$1643000.00,01/03/2013,SKANSKA-FACCHINA JV,295 BENDIX RD STE# 400  ; VIRGINIA BEACH  ; VA  ; 23452,VIRGINIA BEACH  ,VA
PO453492,DC PUBLIC LIBRARY,"ROOFING, GUTTERS, AND DOWNSPOUTS MAINTENANCE AND REPAIR 66",$3350.00,01/03/2013,"GALAXY GLASS & ALUMINUM, INC",300 E INDUSTRIAL PARK DR  ; MANCHESTER  ; NH  ; 03109,MANCHESTER  ,NH
PO453530,OFFICE OF CHIEF TECHNOLOGY OFFICER,SOFTWARE MAINTENANCE/SUPPORT 45,$17853.54,01/03/2013,"SUPRETECH, INC.","7600 GEORGIA AVENUE, NW #LL  ; WASHINGTON  ; DC  ; 20012-",WASHINGTON  ,DC
PO453517,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,FOOD SERVICE CONSULTING 52,$12000.00,01/03/2013,ELIZABETH LEACH,1025 1ST STREET SE #809  ; WASHINGTON  ; DC  ; 20003-,WASHINGTON  ,DC
PO453647,DEPARTMENT OF GENERAL SERVICES,CONSTRUCTION MANAGEMENT SERVICES 26,$76075.00,01/04/2013,"LSG LANDSCAPE ARCHITECTURE,INC",1919 GALLOWS ROAD SUITE 110  ; VIENNA   ; VA  ; 22182,VIENNA   ,VA
PO453651,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$5957.00,01/04/2013,BROADCAST MUSIC INC,10 MUSIC SQUARE EAST  ; NASHVILLE  ; TN  ; 37203,NASHVILLE  ,TN
PO453605,STATE SUPERINTENDENT OF EDUCATION (OSSE),YOUTH CARE SERVICES 95,$6404.99,01/04/2013,CREATIVE MINDS PCS INC,"910 17TH ATREET, NW SUITE 1110  ; WASHINGTON  ; DC  ; 20006-",WASHINGTON  ,DC
PO453606,STATE SUPERINTENDENT OF EDUCATION (OSSE),"ADVISORY SERVICES, EDUCATIONAL 05",$91947.34,01/04/2013,"DC SCHOLARS PCS, INC","5601 EAST CAPITOL STREET, SE   ; WASHINGTON  ; DC  ; 20019-",WASHINGTON  ,DC
PO453652,DEPARTMENT OF PARKS AND RECREATION,"CLOCKS, GAME (SPORTS) 20",$4142.00,01/04/2013,THE HAMILTON GROUP,4406 GAULT PLACE NE   ; WASHINGTON  ; DC  ; 20019-,WASHINGTON  ,DC
PO453660,OFFICE OF CHIEF TECHNOLOGY OFFICER,SOFTWARE MAINTENANCE/SUPPORT 45,$1303717.01,01/04/2013,DELL COMPUTER CORP.,ONE DELL WAY   ; ROUND ROCK  ; TX  ; 78682-,ROUND ROCK  ,TX
PO453678,DEPARTMENT OF GENERAL SERVICES,"FURNITURE, LABORATORY (CUSTOM MADE) 55",$219853.05,01/04/2013,VWR INTERNATIONAL LLC,"BUILDING ONE, SUITE 200  MATSONFORD RD   ; RADNOR   ; PA  ; 19087-",RADNOR   ,PA
PO453608,STATE SUPERINTENDENT OF EDUCATION (OSSE),"ADVISORY SERVICES, EDUCATIONAL 05",$41217.78,01/04/2013,BRIDGES PUBLIC CHARTER SCHOOL,"BRIDGES CHARTER SCHOOL                             1250 TAYLOR STREET, NW  ; WASHINGTON  ; DC  ; 20011",WASHINGTON  ,DC
PO453591,STATE SUPERINTENDENT OF EDUCATION (OSSE),YOUTH CARE SERVICES 95,$1343829.91,01/04/2013,FRIENDSHIP PCS,"120 Q STREET, NE  ; WASHINGTON  ; DC  ; 20002",WASHINGTON  ,DC
PO453630,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$7500.00,01/04/2013,ATLAS PERFORMING ARTS CENTER,1333 H STREET NE  ; WASHINGTON  ; DC  ; 20002,WASHINGTON  ,DC
PO453589,STATE SUPERINTENDENT OF EDUCATION (OSSE),YOUTH CARE SERVICES 95,$280456.52,01/04/2013,THURGOOD MARSHALL ACADEMY,"2427 MLK, JR AVENUE, SE   ; WASHINGTON  ; DC  ; 20020-",WASHINGTON  ,DC
PO453600,DEPARTMENT OF TRANSPORTATION,,$194490.00,01/04/2013,PRIME SOURCE TECHNOLOGIES LLC,1625 K STREET N.W. STE#850   ; WASHINGTON  ; DC  ; 20006-,WASHINGTON  ,DC
PO424955,DEPARTMENT OF GENERAL SERVICES,CONSTRUCTION MANAGEMENT SERVICES 26,$450859.03,01/04/2013,CAPITAL CONSTRUCTION GROUP,3321 12TH ST NE  ; WASHINGTON  ; DC  ; 20017,WASHINGTON  ,DC
PO453636,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$5000.00,01/04/2013,MERIDIAN INTERNATIONAL CENTER,1630 CRESCENT PLACE  ; WASHINGTON  ; DC  ; 20009,WASHINGTON  ,DC
PO453681,STATE SUPERINTENDENT OF EDUCATION (OSSE),YOUTH CARE SERVICES 95,$108058.61,01/04/2013,ST. COLETTA SPECIAL EDUCATION,1901 INDEPENDANCE AVE SE  ; WASHINGTON  ; DC  ; 20003,WASHINGTON  ,DC
PO453658,OFFICE OF CHIEF TECHNOLOGY OFFICER,COMPUTER SOFTWARE CONSULTING 29,$28217.44,01/04/2013,"OST, INC.","2001 M STREET, NW SUITE 3000  ; WASHINGTON  ; DC  ; 20036-3310",WASHINGTON  ,DC
PO441768-V2,OFFICE OF CHIEF TECHNOLOGY OFFICER,COMPUTER NETWORK CONSULTING 30,$81696.00,01/04/2013,"OST, INC.","2001 M STREET, NW SUITE 3000  ; WASHINGTON  ; DC  ; 20036-3310",WASHINGTON  ,DC
PO453653,OFFICE OF CHIEF TECHNOLOGY OFFICER,COMPUTER SOFTWARE CONSULTING 29,$28188.00,01/04/2013,"OST, INC.","2001 M STREET, NW SUITE 3000  ; WASHINGTON  ; DC  ; 20036-3310",WASHINGTON  ,DC
PO453679,OFFICE OF CHIEF TECHNOLOGY OFFICER,COMPUTER NETWORK CONSULTING 30,$23308.80,01/04/2013,"OST, INC.","2001 M STREET, NW SUITE 3000  ; WASHINGTON  ; DC  ; 20036-3310",WASHINGTON  ,DC
PO453668,EQUIPMENT LEASE - CAPITAL,COMPUTER SOFTWARE CONSULTING 29,$45988.80,01/04/2013,"OST, INC.","2001 M STREET, NW SUITE 3000  ; WASHINGTON  ; DC  ; 20036-3310",WASHINGTON  ,DC
PO453638,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$7500.00,01/04/2013,CORCORAN SCHOOL OF ART,500 17TH STREET NW   ; WASHINGTON  ; DC  ; 20006-,WASHINGTON  ,DC
PO453662,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"CLEANER, HARD SURFACE, GENERAL PURPOSE, LIQUID (INCLUDING GRAFFITI REMOVERS) (SEE 630-45 FOR PAINTED TYPE GRAFFITI REMOVERS) 16",$4778.72,01/04/2013,METROPOLITAN OFFICE PRODUCTS,910 BARNABY ST SE # 201  ; WASHINGTON  ; DC  ; 20032-,WASHINGTON  ,DC
PO453595,STATE SUPERINTENDENT OF EDUCATION (OSSE),SPECIAL EDUCATION 74,$40000.00,01/04/2013,CHATTERING CHILDREN,"4880 MACARTHUR BLVD, NW   ; WASHINGTON  ; DC  ; 20007-",WASHINGTON  ,DC
PO453637,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$7500.00,01/04/2013,JOY OF MOTION DANCE CENTER,1333 H ST. NE   ; WASHINGTON  ; DC  ; 20002-,WASHINGTON  ,DC
PO453594,STATE SUPERINTENDENT OF EDUCATION (OSSE),YOUTH CARE SERVICES 95,$249584.36,01/04/2013,COMMUNITY ACADEMY PCS,1351 NICHOLSON STREET NW  ; WASHINGTON  ; DC  ; 20011,WASHINGTON  ,DC
PO453642,METROPOLITAN POLICE DEPARTMENT,RECYCLED OFFICE SUPPLIES 73,$15000.00,01/04/2013,MDM OFFICE SYSTEMS DBA STANDARD OFFICE SUPPLY,STANDARD BUSINESS FURNITURE 35 SHERIDAN STREET  ; WASHINGTON  ; DC  ; 20011-,WASHINGTON  ,DC
PO453644,HOMELAND SECURITY/EMERGENCY MANAGEMENT,,$5000.00,01/04/2013,MDM OFFICE SYSTEMS DBA STANDARD OFFICE SUPPLY,STANDARD BUSINESS FURNITURE 35 SHERIDAN STREET  ; WASHINGTON  ; DC  ; 20011-,WASHINGTON  ,DC
PO453633,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$5000.00,01/04/2013,"D.C. BLUES SOCIETY, INC.","209 BATES STREET, NW   ; WASHINGTON  ; DC  ; 20001-",WASHINGTON  ,DC
PO453632,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$7500.00,01/04/2013,SHAKESPEARE THEATRE,516 8TH ST. SE  ; WASHINGTON  ; DC  ; 20003,WASHINGTON  ,DC
PO453629,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$5000.00,01/04/2013,STUDIO THEATRE,1501 14TH STREET NW  ; WASHINGTON  ; DC  ; 20005,WASHINGTON  ,DC
PO453592,STATE SUPERINTENDENT OF EDUCATION (OSSE),YOUTH CARE SERVICES 95,$202931.21,01/04/2013,PAUL JUNIOR HIGH PCS,5800 8TH STREET NW  ; WASHINGTON  ; DC  ; 20011,WASHINGTON  ,DC
PO453634,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$5000.00,01/04/2013,WOOLLY MAMMOTH THEATRE COMPANY,641 D STREET NW  ; WASHINGTON  ; DC  ; 20004,WASHINGTON  ,DC
PO453628,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$7500.00,01/04/2013,D.C. JEWISH COMMUNITY CENTER,"COMMUNITY CENTER, INC. 1529 16TH ST., NW  ; WASHINGTON  ; DC  ; 20036-",WASHINGTON  ,DC
PO453640,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$7500.00,01/04/2013,"THEATRE DOWNTOWN, INC",T/A THE WASHINGTON STAGE GUILD                     4018 ARGYLE TERRACE NW  ; WASHINGTON  ; DC  ; 20011-5301,WASHINGTON  ,DC
PO453596,CHILD AND FAMILY SERVICES,"ADMINISTRATIVE SERVICES, ALL KINDS  (INCL. CLERICAL,  SECRETARIAL SERVICES, ETC.) 02",$87500.00,01/04/2013,"COMMUNITY FAMILY LIFE SERVICE,",305 E STREET NW  ; WASHINGTON  ; DC  ; 20001,WASHINGTON  ,DC
PO453603,STATE SUPERINTENDENT OF EDUCATION (OSSE),YOUTH CARE SERVICES 95,$64077.79,01/04/2013,NEXT STEP PCS,"1419 COLUMBIA ROAD, NW   ; WASHINGTON  ; DC  ; 20009-",WASHINGTON  ,DC
PO453641,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$5000.00,01/04/2013,AFRICAN CONTINUUM THEATRE CO.,3523 12TH ST. NE                                   2ND FL.  ; WASHINGTON  ; DC  ; 20017,WASHINGTON  ,DC
PO453627,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$4687.50,01/04/2013,THE IN SERIES INC.,"1835 14TH STREET, NW   ; WASHINGTON  ; DC  ; 20009-",WASHINGTON  ,DC
PO453635,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$10000.00,01/04/2013,MARU MONTERO DANCE COMPANY,"4312 ELLICOTT STREET, NW   ; WASHINGTON  ; DC  ; 20016-4029",WASHINGTON  ,DC
PO453686,STATE SUPERINTENDENT OF EDUCATION (OSSE),YOUTH CARE SERVICES 95,$307548.02,01/04/2013,MERIDIAN PUBLIC CHARTER SCHOOL,"1328 FLORIDA AVENUE, NW  ; WASHINGTON  ; DC  ; 20009",WASHINGTON  ,DC
PO453593,STATE SUPERINTENDENT OF EDUCATION (OSSE),YOUTH CARE SERVICES 95,$125087.29,01/04/2013,MERIDIAN PUBLIC CHARTER SCHOOL,"1328 FLORIDA AVENUE, NW  ; WASHINGTON  ; DC  ; 20009",WASHINGTON  ,DC
PO453648,DC PUBLIC LIBRARY,"PROGRAMMING: BASIC, ASSEMBLER, COMPUTER ASSISTED SOFTWARE ENGINEERING TOOLS (CASE), LIBRARIES, ETC. 67",$5325.00,01/04/2013,DOCUMENT SYSTEMS INC,"333 HAWAII AVENUE, NE SUITE 200  ; WASHINGTON  ; DC  ; 20011-",WASHINGTON  ,DC
PO453590,STATE SUPERINTENDENT OF EDUCATION (OSSE),YOUTH CARE SERVICES 95,$324806.71,01/04/2013,CENTER CITY PCS,7 NEW YORK AVE SUITE 300  ; WASHINGTON  ; DC  ; 20002,WASHINGTON  ,DC
PO453649,DEPARTMENT OF CORRECTIONS,"DESKS AND TABLES, WOOD 21",$6677.00,01/04/2013,ALS OFFICE PRODUCTS,"717 KEARNEY STREET, N.E (BROOKLAND-WARD 5)  ; WASHINGTON   ; DC  ; 20017",WASHINGTON   ,DC
PO453639,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$6000.00,01/04/2013,THE INKWELL,"1620 C STREET, SE #11  ; WASHINGTON   ; DC  ; 20003",WASHINGTON   ,DC
PO453659,HOMELAND SECURITY/EMERGENCY MANAGEMENT,PERSONNEL/EMPLOYMENT CONSULTING 85,$80917.50,01/04/2013,"TELEVATE, LLC",7700 LEESBURG PIKE SUITE 270  ; FALLS CHURCH  ; VA  ; 22043,FALLS CHURCH  ,VA
PO453645,DEPARTMENT OF PARKS AND RECREATION,"UNIFORMS, BLENDED FABRIC 85",$3017.05,01/04/2013,MORGANS INC,900 RHODE ISLAND AVENUE NE  ; WASHINGTON  ; DC  ; 20018,WASHINGTON  ,DC
PO453625,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"BLOWERS, LAWN, POWER 07",$3512.00,01/04/2013,GENERAL MERCHANDISE SUPPLIES,"2221 ADAMS PLACE, N.E.  ; WASHINGTON  ; DC  ; 20018",WASHINGTON  ,DC
PO453683,STATE SUPERINTENDENT OF EDUCATION (OSSE),YOUTH CARE SERVICES 95,$193406.48,01/04/2013,RICHARD WRIGHT  PCS,"100 41ST STREET, NE FIRST FLOOR  ; WASHINGTON  ; DC  ; 20019-",WASHINGTON  ,DC
PO453601,STATE SUPERINTENDENT OF EDUCATION (OSSE),YOUTH CARE SERVICES 95,$58309.92,01/04/2013,EXCEL ACADEMY PCS,2501 MARTIN LUTHER KING JR. AV S.E.  ; WASHINGTON  ; DC  ; 20020-,WASHINGTON  ,DC
PO453624,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"SOFTWARE, COMPUTER, RENTAL OR LEASE 74",$2982.84,01/04/2013,PLATO LEARNING INC,10801 NESBITT AVESOUTH  ; BLOOMINGTON  ; MN  ; 55437,BLOOMINGTON  ,MN
PO453631,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$7500.00,01/04/2013,OLD NAVAL HOSPITAL FOUNDATION,"921 PENNSYLVANIA AVENUE, SE   ; WASHINGTON  ; DC  ; 20003-",WASHINGTON  ,DC
PO453602,STATE SUPERINTENDENT OF EDUCATION (OSSE),YOUTH CARE SERVICES 95,$98495.36,01/04/2013,DC BILINGUAL PCS,1420 COLUMBIA ROAD NW  ; WASHINGTON  ; DC  ; 20009,WASHINGTON  ,DC
PO453646,OFFICE OF CHIEF TECHNOLOGY OFFICER,SOFTWARE MAINTENANCE/SUPPORT 45,$52827.29,01/04/2013,"NETSCOUT SYSTEMS, INC",310 LITTLETON ROAD   ; WESTFORD  ; MA  ; 01886-4105,WESTFORD  ,MA
PO453684,STATE SUPERINTENDENT OF EDUCATION (OSSE),YOUTH CARE SERVICES 95,$161209.72,01/04/2013,POTOMAC LIGHTHOUSE PCS,"LIGHTHOUSE ACADEMIES INC.                          1661 WORCESTER ROAD, SUITE 207  ; WASHINGTON  ; DC  ; 20017",WASHINGTON  ,DC
PO453685,STATE SUPERINTENDENT OF EDUCATION (OSSE),YOUTH CARE SERVICES 95,$222734.52,01/04/2013,NATIONAL COLLEGIATE PREP. PCS,"4600 LIVINGSTON ROAD, SE   ; WASHINGTON  ; DC  ; 20032-",WASHINGTON  ,DC
PO453643,CRIMINAL JUSTICE COORDINATING COUNCIL,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$87292.80,01/04/2013,MB STAFFING SERVICES LLC,"819 7TH STREET, NW. SUITE 311  ; WASHINGTON  ; DC  ; 20001-",WASHINGTON  ,DC
PO442497-V2,DEPARTMENT OF HEALTH,CONTRACEPTIVES 32,$115000.00,01/04/2013,ANSELL HEALTHCARE LLC,200 SCHULTZ DRIVE   ; RED BANK  ; NJ  ; 07701-,RED BANK  ,NJ
PO453721,OFFICE OF LATINO AFFAIRS,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$5000.00,01/07/2013,MANY LANGUAGES ONE VOICE,"3166 MT. PLEASANT STREET, NW  ; WASHINGTON  ; DC  ; 20010",WASHINGTON  ,DC
PO453754,DEPARTMENT OF EMPLOYMENT SERVICES,HUMAN SERVICES (NOT OTHERWISE CLASSIFIED) 59,$24000.00,01/07/2013,"YEAR UP,  INC",93 SUMMER STREET  ; BOSTON  ; MA  ; 02110,BOSTON  ,MA
PO453763,DEPARTMENT OF TRANSPORTATION,EDUCATION AND TRAINING CONSULTING 38,$4500.00,01/07/2013,VOVICI CORPORATION,196 VAN BUREN STREET SUITE 400  ; HERNDON  ; VA  ; 20170,HERNDON  ,VA
PO453752,DEPARTMENT OF GENERAL SERVICES,CONSTRUCTION MANAGEMENT SERVICES 26,$43979.00,01/07/2013,PIANO GALLERY INC DBA/STEINWAY,1961 CHAIN BRIDGE RD  ; MCLEAN   ; VA  ; 22102,MCLEAN   ,VA
PO453723,OFFICE OF LATINO AFFAIRS,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$35000.00,01/07/2013,"CITY BLOSSOMS, INC.",1420 COLUMBIA AVE NW  ; WASHINGTON  ; DC  ; 20009,WASHINGTON  ,DC
PO450666-V2,OFFICE OF CONTRACTING AND PROCUREMENT,ADMINISTRATIVE CONSULTING 06,$25000.00,01/07/2013,"NEW COLUMBIA ENTERPRISES, INC.",1201 15TH STREET NW SUITE 205  ; WASHINGTON  ; DC  ; 20005,WASHINGTON  ,DC
PO453747,DEPARTMENT OF CORRECTIONS,"ADMINISTRATIVE SERVICES, ALL KINDS  (INCL. CLERICAL,  SECRETARIAL SERVICES, ETC.) 02",$92250.00,01/07/2013,REDWOOD GLOBAL PARTNERS LLC,"13 W. 36TH STREET, 4TH FLOOR  ; NEW YORK  ; NY  ; 10018",NEW YORK  ,NY
PO453767,HOMELAND SECURITY/EMERGENCY MANAGEMENT,"VIDEO AND AUDIO SYSTEMS, ACCESSORIES AND PARTS (CLOSED CIRCUIT TV) (INCLUDING SURVEILLANCE TYPE) 84",$87416.66,01/07/2013,EDGE360 LLC,2214 ROCK HILL ROAD SUITE 500  ; HERNDON  ; VA  ; 20170,HERNDON  ,VA
PO453730,OFFICE OF LATINO AFFAIRS,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$25000.00,01/07/2013,"LIFT, INC.","800 7TH STREET NW, SUITE 300  ; WASHINGTON  ; DC  ; 20001",WASHINGTON  ,DC
